,trigram,trigram_d_freq,trigram_r_freq,trigram_total
106611,unanim consent help,8,2,10
106612,unanim consent hous,45,79,124
106613,unanim consent hr,2,3,5
106614,unanim consent immedi,3,11,14
106615,unanim consent import,2,2,4
106616,unanim consent judiciari,33,2,35
106617,unanim consent june,2,2,4
106618,unanim consent last,4,2,6
106619,unanim consent legisl,4,2,6
106620,unanim consent letter,36,19,55
106621,unanim consent list,17,3,20
106622,unanim consent maj,4,4,8
106623,unanim consent major,3,2,5
106624,unanim consent make,2,3,5
106625,unanim consent mandatori,131,6,137
106626,unanim consent may,9,9,18
106627,unanim consent member,9,573,582
106628,unanim consent menendez,2,2,4
106629,unanim consent minut,30,34,64
106630,unanim consent modifi,2,3,5
106631,unanim consent monday,11,2,13
106632,unanim consent motion,22,3,25
106633,unanim consent move,11,2,13
106634,unanim consent mr,5,6,11
106635,unanim consent name,7,8,15
106636,unanim consent nomin,5,2,7
106637,unanim consent notwithstand,48,7,55
106638,unanim consent offer,2,2,4
106639,unanim consent one,3,3,6
106640,unanim consent order,1014,652,1666
106641,unanim consent pass,12,10,22
106642,unanim consent pend,24,31,55
106643,unanim consent period,39,4,43
106644,unanim consent permit,9,17,26
106645,unanim consent presid,4,4,8
106646,unanim consent print,99,109,208
106647,unanim consent privileg,6,5,11
106648,unanim consent proceed,44,12,56
106649,unanim consent quorum,22,12,34
106650,unanim consent read,70,64,134
106651,unanim consent recogn,16,30,46
106652,unanim consent remain,7,3,10
106653,unanim consent remaind,2,2,4
106654,unanim consent remark,2,8,10
106655,unanim consent remov,12,13,25
106656,unanim consent request,429,107,536
106657,unanim consent resolut,214,30,244
106658,unanim consent respect,5,2,7
106659,unanim consent return,3,3,6
106660,unanim consent save,19,3,22
106661,unanim consent second,7,5,12
106662,unanim consent select,80,11,91
106663,unanim consent senat,942,164,1106
106664,unanim consent set,41,45,86
106665,unanim consent speak,190,95,285
106666,unanim consent special,19,4,23
106667,unanim consent stand,17,26,43
106668,unanim consent subcommitte,108,10,118
106669,unanim consent take,6,22,28
106670,unanim consent text,161,65,226
106671,unanim consent think,3,2,5
106672,unanim consent time,154,21,175
106673,unanim consent today,5,2,7
106674,unanim consent two,7,2,9
106675,unanim consent use,3,6,9
106676,unanim consent veteran,7,2,9
106677,unanim consent vote,14,10,24
106678,unanim consent wednesday,8,2,10
106679,unanim consent withdraw,15,19,34
106680,unanim consent would,7,4,11
106681,unanim consent yield,29,9,38
106682,unanim judiciari committe,6,2,8
106683,unanim last congress,3,2,5
106684,unanim pass bill,3,3,6
106685,unanim pass legisl,4,2,6
106686,unanim pass resolut,4,2,6
106687,unanim pass senat,2,3,5
106688,unanim voic vote,14,9,23
106689,unanim vote bill,2,2,4
106690,unanim vote senat,7,3,10
106691,unanim well qualifi,19,5,24
106692,unavoid absent hous,19,4,23
106693,unavoid detain due,3,6,9
106694,unavoid detain miss,43,10,53
106695,unavoid detain present,13,39,52
106696,unavoid detain rollcal,2,2,4
106697,unborn child protect,9,44,53
106698,uncertainti continu resolut,6,2,8
106699,unconstitut suprem court,4,4,8
106700,undergo background check,5,7,12
106701,undergradu degre busi,2,2,4
106702,undergradu degre univers,5,4,9
106703,undergradu graduat student,8,8,16
106704,undergradu law degre,7,5,12
106705,undergradu loan percent,7,2,9
106706,undergradu student loan,4,3,7
106707,undergradu student percent,3,2,5
106708,underli bill alreadi,4,2,6
106709,underli bill also,3,7,10
106710,underli bill amend,5,14,19
106711,underli bill bill,6,6,12
106712,underli bill contain,3,5,8
106713,underli bill first,4,2,6
106714,underli bill go,4,4,8
106715,underli bill hr,13,5,18
106716,underli bill includ,2,3,5
106717,underli bill let,3,2,5
106718,underli bill make,2,2,4
106719,underli bill million,2,3,5
106720,underli bill mr,3,30,33
106721,underli bill one,2,2,4
106722,underli bill provid,2,9,11
106723,underli bill requir,4,3,7
106724,underli bill reserv,7,27,34
106725,underli bill rule,2,2,4
106726,underli bill said,2,5,7
106727,underli bill senat,6,4,10
106728,underli bill support,2,5,7
106729,underli bill thank,3,2,5
106730,underli bill tri,2,3,5
106731,underli bill urg,2,3,5
106732,underli bill want,2,2,4
106733,underli bill would,8,27,35
106734,underli bill yield,21,20,41
106735,underli languag bill,2,2,4
106736,underli legisl reserv,7,11,18
106737,underli legisl would,2,4,6
106738,undermin abil american,2,2,4
106739,undermin american worker,2,2,4
106740,undermin nation secur,18,4,22
106741,undermin public confid,2,2,4
106742,undermin rule law,4,13,17
106743,understand afford care,6,2,8
106744,understand american peopl,6,14,20
106745,understand anyon would,3,4,7
106746,understand bill desk,15,10,25
106747,understand bill pass,3,2,5
106748,understand ca nt,12,15,27
106749,understand challeng face,3,3,6
106750,understand colleagu side,2,2,4
106751,understand critic role,2,3,5
106752,understand full well,6,4,10
106753,understand goodwil peac,2,2,4
106754,understand hous repres,3,3,6
106755,understand issu well,3,2,5
106756,understand major leader,9,9,18
106757,understand mani colleagu,7,3,10
106758,understand member congress,2,2,4
106759,understand million peopl,3,2,5
106760,understand move forward,4,2,6
106761,understand mr speaker,7,22,29
106762,understand nt like,3,2,5
106763,understand one thing,3,2,5
106764,understand peopl want,3,2,5
106765,understand presid obama,2,2,4
106766,understand senat illinoi,2,2,4
106767,understand statu quo,2,3,5
106768,understand two bill,15,3,18
106769,understand unanim consent,4,2,6
106770,understand unit state,6,4,10
106771,understand work togeth,2,2,4
106772,understand would like,4,2,6
106773,undetect firearm act,16,2,18
106774,undocu worker current,3,2,5
106775,unemploy american go,2,3,5
106776,unemploy american look,3,2,5
106777,unemploy benefit also,3,3,6
106778,unemploy benefit extend,8,5,13
106779,unemploy benefit extens,5,3,8
106780,unemploy benefit go,2,2,4
106781,unemploy benefit help,6,2,8
106782,unemploy benefit longterm,6,2,8
106783,unemploy benefit next,2,2,4
106784,unemploy benefit nt,12,3,15
106785,unemploy benefit one,4,2,6
106786,unemploy benefit peopl,7,4,11
106787,unemploy benefit sinc,4,2,6
106788,unemploy benefit want,4,3,7
106789,unemploy benefit would,10,2,12
106790,unemploy compens benefit,12,2,14
106791,unemploy compens extens,17,4,21
106792,unemploy compens program,15,9,24
106793,unemploy extens bill,2,3,5
106794,unemploy insur american,2,3,5
106795,unemploy insur benefit,70,24,94
106796,unemploy insur bill,10,16,26
106797,unemploy insur compens,4,2,6
106798,unemploy insur disabl,3,2,5
106799,unemploy insur extens,37,14,51
106800,unemploy insur feder,2,2,4
106801,unemploy insur get,3,3,6
106802,unemploy insur help,12,2,14
106803,unemploy insur issu,6,3,9
106804,unemploy insur peopl,7,3,10
106805,unemploy insur program,31,6,37
106806,unemploy insur social,2,2,4
106807,unemploy insur work,6,2,8
106808,unemploy long period,4,5,9
106809,unemploy long time,2,4,6
106810,unemploy million american,5,5,10
106811,unemploy number peopl,2,3,5
106812,unemploy rate actual,2,4,6
106813,unemploy rate america,2,2,4
106814,unemploy rate among,8,5,13
106815,unemploy rate continu,2,4,6
106816,unemploy rate countri,5,8,13
106817,unemploy rate drop,6,4,10
106818,unemploy rate even,3,7,10
106819,unemploy rate high,9,5,14
106820,unemploy rate higher,3,2,5
106821,unemploy rate less,3,2,5
106822,unemploy rate nearli,4,5,9
106823,unemploy rate north,2,3,5
106824,unemploy rate peopl,3,2,5
106825,unemploy rate percent,47,37,84
106826,unemploy rate post911,3,2,5
106827,unemploy rate remain,10,10,20
106828,unemploy rate stand,4,2,6
106829,unemploy rate still,4,3,7
106830,unemploy rate today,3,4,7
106831,unemploy rate unemploy,3,2,5
106832,unemploy rate unit,2,3,5
106833,unemploy rate veteran,4,3,7
106834,unemploy rate went,2,2,4
106835,unemploy rate would,2,10,12
106836,unemploy remain high,4,4,8
106837,unemploy still percent,2,2,4
106838,uneven play field,3,2,5
106839,unfair competit advantag,4,2,6
106840,unfair labor practic,5,3,8
106841,unfair tax code,4,3,7
106842,unfair trade practic,10,2,12
106843,unfinish busi demand,28,22,50
106844,unfortun amend would,2,2,4
106845,unfortun american peopl,2,6,8
106846,unfortun bill us,7,2,9
106847,unfortun ca nt,4,5,9
106848,unfortun colleagu side,5,4,9
106849,unfortun last year,6,4,10
106850,unfortun like mani,2,4,6
106851,unfortun madam speaker,2,4,6
106852,unfortun mani colleagu,2,2,4
106853,unfortun mani peopl,5,5,10
106854,unfortun mr speaker,7,16,23
106855,unfortun pass away,5,2,7
106856,unfortun presid obama,2,16,18
106857,unfortun suprem court,2,2,4
106858,unfortun unit state,5,3,8
106859,unfund mandat inform,11,24,35
106860,unfund mandat reform,15,24,39
106861,unfund mandat state,2,3,5
106862,unicapitol washington internship,15,2,17
106863,unifi school district,34,22,56
106864,uniform code militari,30,15,45
106865,uniform crime report,2,2,4
106866,uniform men women,3,3,6
106867,uniform put live,2,3,5
106868,uniform support need,2,2,4
106869,uniform unit state,11,9,20
106870,unintend consequ biggertwat,4,4,8
106871,unintend consequ come,2,2,4
106872,unintend consequ could,4,2,6
106873,unintend consequ exampl,2,2,4
106874,unintend consequ health,2,2,4
106875,unintend consequ law,2,6,8
106876,unintend consequ legisl,3,2,5
106877,unintend neg consequ,2,3,5
106878,union address last,6,8,14
106879,union address presid,10,17,27
106880,union address said,3,3,6
106881,union high school,19,3,22
106882,union nation associ,4,10,14
106883,union north america,8,7,15
106884,union oper engin,8,4,12
106885,union orthodox jewish,2,2,4
106886,union report committe,2,3,5
106887,union school district,4,7,11
106888,union share insur,2,3,5
106889,union speech last,3,3,6
106890,union unit state,7,4,11
106891,union would mean,2,2,4
106892,uniqu challeng face,2,2,4
106893,uniqu o c,2,2,4
106894,unit arab emir,5,10,15
106895,unit associ plumber,2,3,5
106896,unit attack improvis,2,2,4
106897,unit auto worker,12,6,18
106898,unit award air,2,4,6
106899,unit food commerci,7,3,10
106900,unit improvis explos,5,2,7
106901,unit kingdom russia,4,4,8
106902,unit kingdom unit,3,5,8
106903,unit latin american,6,3,9
106904,unit librari congress,2,2,4
106905,unit methodist church,63,49,112
106906,unit nation also,4,2,6
106907,unit nation charter,3,3,6
106908,unit nation educ,2,2,4
106909,unit nation gener,5,3,8
106910,unit nation high,8,2,10
106911,unit nation human,5,7,12
106912,unit nation intergovernment,2,2,4
106913,unit nation intern,9,2,11
106914,unit nation park,28,7,35
106915,unit nation resolut,2,4,6
106916,unit nation samantha,2,4,6
106917,unit nation secur,17,10,27
106918,unit nation servic,2,2,4
106919,unit parcel servic,4,3,7
106920,unit san diego,2,2,4
106921,unit servic organ,5,2,7
106922,unit state abil,4,6,10
106923,unit state abl,11,6,17
106924,unit state abroad,25,5,30
106925,unit state absolut,2,4,6
106926,unit state accept,2,4,6
106927,unit state accord,4,11,15
106928,unit state achiev,2,3,5
106929,unit state across,8,3,11
106930,unit state act,7,10,17
106931,unit state action,3,4,7
106932,unit state activ,5,5,10
106933,unit state actual,11,13,24
106934,unit state ad,2,2,4
106935,unit state addit,6,4,10
106936,unit state address,2,8,10
106937,unit state adopt,3,4,7
106938,unit state advoc,4,2,6
106939,unit state afford,5,4,9
106940,unit state afghanistan,5,5,10
106941,unit state africa,3,2,5
106942,unit state age,14,3,17
106943,unit state agenc,2,11,13
106944,unit state agre,6,7,13
106945,unit state agricultur,2,3,5
106946,unit state aid,2,2,4
106947,unit state air,64,158,222
106948,unit state alaska,4,3,7
106949,unit state alli,39,28,67
106950,unit state allow,9,7,16
106951,unit state almost,7,6,13
106952,unit state alon,5,6,11
106953,unit state along,6,6,12
106954,unit state alreadi,21,11,32
106955,unit state also,43,48,91
106956,unit state although,4,2,6
106957,unit state alway,10,11,21
106958,unit state ambassador,5,10,15
106959,unit state amend,8,9,17
106960,unit state america,717,725,1442
106961,unit state american,23,21,44
106962,unit state among,6,4,10
106963,unit state anniversari,3,2,5
106964,unit state announc,2,6,8
106965,unit state anoth,4,8,12
106966,unit state answer,2,4,6
106967,unit state appoint,2,2,4
106968,unit state appreci,3,3,6
106969,unit state appropri,2,3,5
106970,unit state approxim,6,3,9
106971,unit state area,2,2,4
106972,unit state arm,30,37,67
106973,unit state armi,153,276,429
106974,unit state around,25,9,34
106975,unit state ask,18,14,32
106976,unit state assist,5,5,10
106977,unit state attack,3,5,8
106978,unit state attorney,21,19,40
106979,unit state australia,4,2,6
106980,unit state author,3,15,18
106981,unit state averag,5,2,7
106982,unit state b,2,5,7
106983,unit state back,8,3,11
106984,unit state base,4,7,11
106985,unit state basic,6,2,8
106986,unit state beacon,5,3,8
106987,unit state becom,9,16,25
106988,unit state began,2,2,4
106989,unit state begin,4,5,9
106990,unit state believ,13,13,26
106991,unit state benefit,7,5,12
106992,unit state best,8,3,11
106993,unit state better,8,3,11
106994,unit state big,3,4,7
106995,unit state bill,26,22,48
106996,unit state billion,13,5,18
106997,unit state border,3,9,12
106998,unit state bring,6,8,14
106999,unit state brought,5,4,9
107000,unit state budget,5,12,17
107001,unit state build,3,3,6
107002,unit state built,2,2,4
107003,unit state busi,7,7,14
107004,unit state ca,5,15,20
107005,unit state call,4,10,14
107006,unit state came,8,7,15
107007,unit state canada,33,18,51
107008,unit state capitol,28,24,52
107009,unit state captur,2,2,4
107010,unit state care,3,3,6
107011,unit state carri,5,2,7
107012,unit state case,8,7,15
107013,unit state caus,7,2,9
107014,unit state celebr,5,4,9
107015,unit state central,9,5,14
107016,unit state certain,6,4,10
107017,unit state chamber,6,7,13
107018,unit state chanc,2,2,4
107019,unit state chang,8,4,12
107020,unit state children,13,6,19
107021,unit state china,11,8,19
107022,unit state choos,2,2,4
107023,unit state circuit,6,5,11
107024,unit state cite,2,2,4
107025,unit state citi,3,3,6
107026,unit state citizen,17,24,41
107027,unit state citizenship,4,4,8
107028,unit state civil,3,4,7
107029,unit state claim,3,7,10
107030,unit state clear,6,6,12
107031,unit state clearli,5,3,8
107032,unit state close,5,4,9
107033,unit state coast,19,13,32
107034,unit state code,69,182,251
107035,unit state colleagu,3,3,6
107036,unit state collect,5,4,9
107037,unit state combat,3,2,5
107038,unit state combin,3,2,5
107039,unit state come,14,22,36
107040,unit state command,2,8,10
107041,unit state commemor,3,2,5
107042,unit state commiss,5,3,8
107043,unit state commit,13,8,21
107044,unit state committe,3,5,8
107045,unit state compani,11,4,15
107046,unit state compar,5,2,7
107047,unit state compet,3,4,7
107048,unit state competit,8,4,12
107049,unit state complet,3,3,6
107050,unit state confer,17,2,19
107051,unit state congress,134,398,532
107052,unit state congression,3,4,7
107053,unit state consid,4,8,12
107054,unit state constitut,19,86,105
107055,unit state continu,27,34,61
107056,unit state contribut,5,5,10
107057,unit state corpor,2,7,9
107058,unit state cost,5,5,10
107059,unit state could,23,33,56
107060,unit state countri,26,21,47
107061,unit state cours,8,7,15
107062,unit state court,32,12,44
107063,unit state courthous,10,14,24
107064,unit state creat,9,9,18
107065,unit state credit,2,2,4
107066,unit state critic,4,2,6
107067,unit state cross,2,3,5
107068,unit state cultur,5,2,7
107069,unit state current,17,13,30
107070,unit state date,2,3,5
107071,unit state day,12,9,21
107072,unit state debt,2,7,9
107073,unit state decid,3,10,13
107074,unit state declar,8,3,11
107075,unit state declin,2,2,4
107076,unit state default,22,2,24
107077,unit state deliv,3,2,5
107078,unit state democrat,2,6,8
107079,unit state demonstr,2,2,4
107080,unit state depart,43,53,96
107081,unit state deport,5,3,8
107082,unit state design,4,3,7
107083,unit state despit,3,4,7
107084,unit state determin,4,3,7
107085,unit state develop,3,4,7
107086,unit state die,6,4,10
107087,unit state differ,3,2,5
107088,unit state diplomat,6,2,8
107089,unit state direct,2,4,6
107090,unit state directli,3,3,6
107091,unit state district,28,22,50
107092,unit state done,9,6,15
107093,unit state dr,3,3,6
107094,unit state earli,7,2,9
107095,unit state econom,5,5,10
107096,unit state economi,16,15,31
107097,unit state elect,2,4,6
107098,unit state embassi,2,7,9
107099,unit state employ,3,5,8
107100,unit state enact,4,3,7
107101,unit state encourag,6,5,11
107102,unit state end,9,3,12
107103,unit state energi,8,9,17
107104,unit state enforc,2,4,6
107105,unit state engag,8,2,10
107106,unit state england,3,2,5
107107,unit state enjoy,3,3,6
107108,unit state ensur,4,4,8
107109,unit state enter,7,10,17
107110,unit state entir,3,3,6
107111,unit state environment,3,2,5
107112,unit state equival,2,2,4
107113,unit state especi,2,14,16
107114,unit state establish,2,7,9
107115,unit state estim,3,7,10
107116,unit state eu,3,5,8
107117,unit state europ,21,16,37
107118,unit state european,18,15,33
107119,unit state even,12,19,31
107120,unit state ever,2,11,13
107121,unit state everi,12,10,22
107122,unit state exampl,7,7,14
107123,unit state except,6,5,11
107124,unit state execut,3,9,12
107125,unit state expand,3,2,5
107126,unit state expect,2,2,4
107127,unit state experienc,7,3,10
107128,unit state export,9,7,16
107129,unit state face,15,10,25
107130,unit state facil,3,5,8
107131,unit state fact,20,19,39
107132,unit state fail,2,5,7
107133,unit state fair,2,3,5
107134,unit state fall,3,3,6
107135,unit state famili,12,2,14
107136,unit state far,10,7,17
107137,unit state feder,7,11,18
107138,unit state fell,2,2,4
107139,unit state fight,6,3,9
107140,unit state final,9,6,15
107141,unit state find,9,8,17
107142,unit state first,15,14,29
107143,unit state fish,5,7,12
107144,unit state flag,3,4,7
107145,unit state florida,3,3,6
107146,unit state focus,2,3,5
107147,unit state follow,7,3,10
107148,unit state food,3,2,5
107149,unit state forc,7,5,12
107150,unit state foreign,14,14,28
107151,unit state forest,4,6,10
107152,unit state fortun,2,3,5
107153,unit state found,9,7,16
107154,unit state four,3,2,5
107155,unit state franc,4,3,7
107156,unit state free,3,9,12
107157,unit state freedom,2,2,4
107158,unit state freedomlov,2,3,5
107159,unit state friend,4,7,11
107160,unit state fulfil,3,2,5
107161,unit state full,2,2,4
107162,unit state fulli,2,4,6
107163,unit state fund,2,2,4
107164,unit state gain,5,6,11
107165,unit state gave,5,7,12
107166,unit state gener,5,10,15
107167,unit state geolog,3,3,6
107168,unit state georg,5,2,7
107169,unit state germani,2,6,8
107170,unit state get,14,28,42
107171,unit state give,13,17,30
107172,unit state given,6,7,13
107173,unit state global,8,3,11
107174,unit state go,47,67,114
107175,unit state goe,2,7,9
107176,unit state good,12,8,20
107177,unit state got,2,10,12
107178,unit state govern,79,90,169
107179,unit state grant,3,6,9
107180,unit state great,12,17,29
107181,unit state greater,2,4,6
107182,unit state greatest,3,3,6
107183,unit state greec,3,3,6
107184,unit state grew,2,2,4
107185,unit state grow,3,3,6
107186,unit state gulf,4,3,7
107187,unit state half,2,2,4
107188,unit state hand,3,5,8
107189,unit state happen,3,6,9
107190,unit state hard,4,3,7
107191,unit state harri,2,2,4
107192,unit state health,2,4,6
107193,unit state hear,4,6,10
107194,unit state heard,7,4,11
107195,unit state held,5,5,10
107196,unit state help,25,26,51
107197,unit state highest,5,5,10
107198,unit state histor,7,3,10
107199,unit state histori,6,6,12
107200,unit state hit,4,2,6
107201,unit state holocaust,2,3,5
107202,unit state home,13,6,19
107203,unit state honor,5,9,14
107204,unit state hope,10,7,17
107205,unit state hous,67,132,199
107206,unit state howev,8,6,14
107207,unit state hr,2,2,4
107208,unit state huge,4,3,7
107209,unit state human,3,2,5
107210,unit state iii,2,3,5
107211,unit state illeg,4,57,61
107212,unit state immigr,4,12,16
107213,unit state impact,2,2,4
107214,unit state import,16,12,28
107215,unit state importantli,2,2,4
107216,unit state impos,2,4,6
107217,unit state improv,3,2,5
107218,unit state includ,34,31,65
107219,unit state increas,7,9,16
107220,unit state inde,2,4,6
107221,unit state india,6,5,11
107222,unit state individu,3,4,7
107223,unit state industri,4,4,8
107224,unit state instead,4,8,12
107225,unit state interest,9,15,24
107226,unit state intern,20,23,43
107227,unit state involv,7,12,19
107228,unit state iran,14,8,22
107229,unit state israel,26,26,52
107230,unit state issu,14,9,23
107231,unit state japan,2,3,5
107232,unit state job,13,10,23
107233,unit state join,15,7,22
107234,unit state june,3,2,5
107235,unit state justic,2,2,4
107236,unit state keep,7,7,14
107237,unit state keyston,2,4,6
107238,unit state kill,5,4,9
107239,unit state kind,5,3,8
107240,unit state know,16,21,37
107241,unit state lack,5,2,7
107242,unit state land,3,4,7
107243,unit state larg,7,4,11
107244,unit state largest,13,3,16
107245,unit state last,24,12,36
107246,unit state later,4,6,10
107247,unit state law,4,29,33
107248,unit state lead,16,11,27
107249,unit state leader,10,15,25
107250,unit state leadership,3,8,11
107251,unit state least,3,4,7
107252,unit state leav,2,6,8
107253,unit state led,5,3,8
107254,unit state left,2,2,4
107255,unit state legal,7,21,28
107256,unit state legisl,8,4,12
107257,unit state less,11,4,15
107258,unit state let,29,15,44
107259,unit state level,2,3,5
107260,unit state leverag,3,3,6
107261,unit state like,13,9,22
107262,unit state limit,4,2,6
107263,unit state listen,3,2,5
107264,unit state littl,9,6,15
107265,unit state live,15,5,20
107266,unit state local,2,2,4
107267,unit state long,10,10,20
107268,unit state longer,6,6,12
107269,unit state longstand,2,2,4
107270,unit state look,15,19,34
107271,unit state lose,10,4,14
107272,unit state lost,14,6,20
107273,unit state lower,5,3,8
107274,unit state m,2,2,4
107275,unit state madam,6,6,12
107276,unit state made,14,19,33
107277,unit state maintain,4,7,11
107278,unit state major,8,10,18
107279,unit state make,27,27,54
107280,unit state mani,30,17,47
107281,unit state manufactur,7,4,11
107282,unit state march,3,2,5
107283,unit state marin,41,89,130
107284,unit state may,12,24,36
107285,unit state mayb,4,2,6
107286,unit state mean,10,12,22
107287,unit state meet,4,7,11
107288,unit state member,8,10,18
107289,unit state men,4,4,8
107290,unit state merchant,2,9,11
107291,unit state mexico,20,12,32
107292,unit state middl,7,3,10
107293,unit state might,5,10,15
107294,unit state militari,57,130,187
107295,unit state million,21,10,31
107296,unit state mission,2,2,4
107297,unit state money,3,3,6
107298,unit state move,9,6,15
107299,unit state mr,31,38,69
107300,unit state much,8,9,17
107301,unit state must,54,44,98
107302,unit state name,2,3,5
107303,unit state nation,36,40,76
107304,unit state nativ,2,2,4
107305,unit state nato,3,5,8
107306,unit state naval,12,62,74
107307,unit state navi,77,95,172
107308,unit state need,34,40,74
107309,unit state negoti,7,10,17
107310,unit state neither,2,3,5
107311,unit state never,8,12,20
107312,unit state new,10,6,16
107313,unit state next,2,9,11
107314,unit state north,3,5,8
107315,unit state noth,4,3,7
107316,unit state nt,41,55,96
107317,unit state nuclear,4,3,7
107318,unit state number,6,10,16
107319,unit state oblig,2,7,9
107320,unit state observ,4,3,7
107321,unit state obvious,2,4,6
107322,unit state occur,2,4,6
107323,unit state offer,10,6,16
107324,unit state offic,2,5,7
107325,unit state offici,4,6,10
107326,unit state often,7,4,11
107327,unit state oil,4,7,11
107328,unit state one,50,37,87
107329,unit state open,9,5,14
107330,unit state oper,5,10,15
107331,unit state opportun,7,4,11
107332,unit state oppos,2,2,4
107333,unit state order,12,13,25
107334,unit state origin,2,2,4
107335,unit state other,5,3,8
107336,unit state ought,10,6,16
107337,unit state outsid,2,3,5
107338,unit state paid,2,2,4
107339,unit state pakistan,2,5,7
107340,unit state part,10,11,21
107341,unit state parti,3,2,5
107342,unit state particip,4,9,13
107343,unit state particular,6,2,8
107344,unit state particularli,5,6,11
107345,unit state partner,4,4,8
107346,unit state pass,7,5,12
107347,unit state past,5,8,13
107348,unit state patent,4,6,10
107349,unit state path,6,2,8
107350,unit state pay,23,12,35
107351,unit state peopl,31,24,55
107352,unit state percent,11,11,22
107353,unit state perhap,4,6,10
107354,unit state permiss,2,2,4
107355,unit state person,10,12,22
107356,unit state place,7,6,13
107357,unit state play,12,2,14
107358,unit state pleas,3,4,7
107359,unit state point,4,2,6
107360,unit state polici,9,9,18
107361,unit state popul,3,2,5
107362,unit state posit,4,2,6
107363,unit state possibl,4,3,7
107364,unit state postal,38,43,81
107365,unit state potenti,2,4,6
107366,unit state power,7,8,15
107367,unit state prepar,3,10,13
107368,unit state present,2,3,5
107369,unit state presid,21,59,80
107370,unit state prevent,4,6,10
107371,unit state problem,3,7,10
107372,unit state produc,9,12,21
107373,unit state program,6,4,10
107374,unit state promis,5,9,14
107375,unit state promot,4,7,11
107376,unit state propos,3,9,12
107377,unit state protect,10,13,23
107378,unit state proud,10,5,15
107379,unit state provid,21,21,42
107380,unit state provis,3,5,8
107381,unit state purpos,8,6,14
107382,unit state push,2,3,5
107383,unit state put,10,10,20
107384,unit state question,2,6,8
107385,unit state rais,5,2,7
107386,unit state rather,9,8,17
107387,unit state re,7,11,18
107388,unit state reach,3,11,14
107389,unit state readi,2,2,4
107390,unit state real,3,3,6
107391,unit state realli,8,10,18
107392,unit state reason,6,9,15
107393,unit state receiv,7,2,9
107394,unit state recent,6,13,19
107395,unit state recogn,9,8,17
107396,unit state record,5,3,8
107397,unit state reduc,5,3,8
107398,unit state refus,2,7,9
107399,unit state regard,2,4,6
107400,unit state regul,4,3,7
107401,unit state relationship,3,2,5
107402,unit state releas,5,4,9
107403,unit state remain,19,14,33
107404,unit state rememb,5,4,9
107405,unit state remov,2,4,6
107406,unit state renew,2,4,6
107407,unit state report,6,6,12
107408,unit state repres,7,9,16
107409,unit state republ,5,5,10
107410,unit state requir,5,16,21
107411,unit state reserv,2,3,5
107412,unit state respect,3,2,5
107413,unit state respond,5,3,8
107414,unit state respons,8,10,18
107415,unit state rest,4,6,10
107416,unit state result,4,8,12
107417,unit state retain,2,4,6
107418,unit state return,2,3,5
107419,unit state reward,2,2,4
107420,unit state right,11,8,19
107421,unit state role,3,3,6
107422,unit state run,4,2,6
107423,unit state russia,13,4,17
107424,unit state said,28,47,75
107425,unit state say,8,40,48
107426,unit state search,3,3,6
107427,unit state second,8,2,10
107428,unit state secret,2,4,6
107429,unit state secretari,3,11,14
107430,unit state section,5,4,9
107431,unit state secur,8,5,13
107432,unit state see,6,9,15
107433,unit state seek,6,4,10
107434,unit state seem,2,4,6
107435,unit state seen,5,2,7
107436,unit state senat,242,234,476
107437,unit state send,10,10,20
107438,unit state sent,5,4,9
107439,unit state septemb,2,7,9
107440,unit state seriou,3,5,8
107441,unit state serv,12,9,21
107442,unit state servic,5,3,8
107443,unit state set,11,8,19
107444,unit state sever,4,5,9
107445,unit state shall,4,22,26
107446,unit state share,5,13,18
107447,unit state ship,3,3,6
107448,unit state show,6,5,11
107449,unit state sign,4,12,16
107450,unit state signific,2,6,8
107451,unit state simpl,4,2,6
107452,unit state simpli,4,13,17
107453,unit state sinc,22,19,41
107454,unit state six,2,3,5
107455,unit state small,3,2,5
107456,unit state soil,2,2,4
107457,unit state someon,3,3,6
107458,unit state someth,8,6,14
107459,unit state sort,2,3,5
107460,unit state south,6,6,12
107461,unit state southern,3,3,6
107462,unit state speak,5,3,8
107463,unit state special,8,13,21
107464,unit state spend,15,7,22
107465,unit state spent,7,10,17
107466,unit state stand,27,24,51
107467,unit state start,4,6,10
107468,unit state state,28,17,45
107469,unit state stay,4,5,9
107470,unit state step,3,7,10
107471,unit state still,12,9,21
107472,unit state stood,6,4,10
107473,unit state stop,5,5,10
107474,unit state strateg,4,5,9
107475,unit state strategi,3,2,5
107476,unit state strong,4,10,14
107477,unit state strongli,4,2,6
107478,unit state student,12,5,17
107479,unit state studi,3,7,10
107480,unit state subject,6,4,10
107481,unit state success,4,3,7
107482,unit state suffer,2,3,5
107483,unit state support,18,14,32
107484,unit state suprem,47,37,84
107485,unit state sure,3,2,5
107486,unit state swap,5,10,15
107487,unit state taiwan,9,21,30
107488,unit state take,19,31,50
107489,unit state taken,5,2,7
107490,unit state talk,5,15,20
107491,unit state tax,7,8,15
107492,unit state team,2,2,4
107493,unit state tell,3,5,8
107494,unit state temporari,2,3,5
107495,unit state term,4,3,7
107496,unit state terrorist,3,4,7
107497,unit state thank,9,10,19
107498,unit state therefor,2,4,6
107499,unit state thing,3,5,8
107500,unit state think,24,29,53
107501,unit state third,5,2,7
107502,unit state thousand,4,2,6
107503,unit state threaten,4,2,6
107504,unit state three,2,3,5
107505,unit state throughout,7,6,13
107506,unit state time,22,25,47
